recno,Star,S/N,pop,[CuI/Fe],e_[CuI/Fe],o_[CuI/Fe],[ZnI/Fe],e_[ZnI/Fe],o_[ZnI/Fe],[SrI/Fe],e_[SrI/Fe],o_[SrI/Fe],[YII/Fe],e_[YII/Fe],o_[YII/Fe],[ZrI/Fe],e_[ZrI/Fe],o_[ZrI/Fe],[ZrII/Fe],e_[ZrII/Fe],o_[ZrII/Fe],[BaII/Fe],e_[BaII/Fe],o_[BaII/Fe],[CeII/Fe],e_[CeII/Fe],o_[CeII/Fe],[NdII/Fe],e_[NdII/Fe],o_[NdII/Fe],[EuII/Fe],e_[EuII/Fe],o_[EuII/Fe],[AlI/Fe],e_[AlI/Fe],o_[AlI/Fe],[MgI/Fe],e_[MgI/Fe],o_[MgI/Fe],[SiI/Fe],e_[SiI/Fe],o_[SiI/Fe],[CaI/Fe],e_[CaI/Fe],o_[CaI/Fe],[TiI/Fe],e_[TiI/Fe],o_[TiI/Fe],[TiII/Fe],e_[TiII/Fe],o_[TiII/Fe]
969,"  HD224578",74," thin",-0.11,0.06,4,-0.12,0.04,3,0.09,0.12,1,0.06,0.06,6,,,0,0.05,0.04,4,0.17,0.02,3,0.15,0.08,4,-0.03,0.08,4,,,0,-0.15,0.07,2,-0.08,0.05,3,-0.05,0.07,14,0.02,0.06,12,0.01,0.05,22,-0.05,0.03,5
970,"    HD8535",474," thin",-0.05,0.05,4,-0.06,0.01,3,0.02,0.02,1,-0.01,0.03,6,,,0,-0.05,0.05,4,-0.02,0.01,3,-0.06,0.05,4,-0.11,0.04,4,-0.05,0.08,1,-0.04,0.01,2,0.0,0.02,3,0.01,0.01,14,0.05,0.05,12,0.0,0.02,22,-0.04,0.01,5
971,"  HD128571",70," thin",-0.11,0.13,4,-0.08,0.04,3,-0.08,0.16,1,-0.1,0.12,6,0.46,0.11,1,0.04,0.08,3,0.05,0.06,3,-0.04,0.11,4,0.01,0.12,4,,,0,-0.13,0.09,2,0.02,0.05,3,0.02,0.06,14,0.08,0.09,12,0.08,0.07,18,0.03,0.05,5
972,"   HD25171",232," thin",-0.08,0.07,4,-0.05,0.01,3,0.0,0.04,1,-0.03,0.03,6,,,0,0.0,0.04,4,0.03,0.03,3,-0.07,0.04,4,-0.1,0.06,4,-0.02,0.16,1,-0.14,0.07,2,0.02,0.02,3,0.02,0.03,14,0.08,0.05,12,0.02,0.04,22,0.0,0.01,5
973,"   HD75289",1165," thin",-0.11,0.04,4,-0.13,0.04,3,0.05,0.02,1,0.0,0.04,6,,,0,-0.01,0.06,4,-0.04,0.02,3,-0.1,0.03,4,-0.11,0.06,4,-0.09,0.03,1,-0.02,0.0,2,-0.04,0.05,3,0.0,0.03,14,0.05,0.04,12,0.02,0.04,22,-0.05,0.01,5
974,"   HD91379",107," thin",-0.15,0.08,3,-0.07,0.02,3,-0.09,0.11,1,-0.06,0.06,6,,,0,-0.04,0.05,4,0.18,0.05,3,-0.02,0.07,4,-0.08,0.06,4,,,0,-0.14,0.1,2,0.0,0.05,3,0.02,0.04,14,0.04,0.09,12,0.05,0.17,21,-0.01,0.01,5
975,"   HD97320",263,"thick",-0.27,0.06,3,0.01,0.04,3,0.06,0.1,1,-0.1,0.06,5,,,0,0.12,0.08,3,-0.11,0.06,3,0.03,0.07,2,,,0,,,0,,,0,0.25,0.05,3,0.17,0.07,12,0.19,0.06,11,0.26,0.06,10,0.23,0.05,5
976,"  HD123619",77," thin",-0.07,0.05,3,-0.09,0.08,3,-0.07,0.14,1,-0.14,0.09,6,,,0,0.0,0.06,4,0.01,0.04,3,-0.01,0.08,4,0.0,0.09,4,,,0,-0.24,0.0,2,0.11,0.06,3,0.06,0.05,14,0.12,0.16,12,0.05,0.1,18,0.05,0.03,5
977,"   HD24112",361," thin",0.0,0.05,4,-0.02,0.03,3,-0.05,0.03,1,-0.06,0.04,6,,,0,-0.1,0.03,4,-0.09,0.05,3,-0.17,0.05,4,-0.23,0.02,4,-0.18,0.1,1,-0.01,0.0,2,-0.02,0.01,3,0.03,0.04,14,0.03,0.07,12,-0.02,0.02,22,-0.04,0.01,5
978,"  HD207190",268," thin",-0.08,0.09,4,-0.09,0.05,3,-0.03,0.05,1,-0.13,0.06,6,,,0,-0.03,0.06,4,-0.07,0.03,3,-0.08,0.08,4,-0.01,0.04,4,-0.03,0.22,1,-0.02,0.04,2,0.09,0.03,3,0.08,0.03,14,0.13,0.06,12,0.1,0.04,17,0.08,0.03,5
979,"   HD23456",693," thin",-0.07,0.06,4,-0.07,0.04,3,0.0,0.02,1,-0.08,0.05,6,,,0,-0.04,0.03,4,0.02,0.03,3,0.03,0.06,4,0.02,0.05,4,0.09,0.09,1,-0.03,0.03,2,0.04,0.03,2,0.06,0.02,14,0.09,0.05,12,0.06,0.02,18,0.06,0.03,5
980,"   HD37226",405," thin",-0.06,0.09,4,-0.08,0.02,3,0.1,0.03,1,0.08,0.04,6,,,0,0.02,0.13,4,0.12,0.03,3,0.1,0.05,4,0.05,0.06,4,0.06,0.08,1,-0.03,0.01,2,0.02,0.04,3,0.04,0.02,14,0.06,0.06,12,0.06,0.03,20,0.05,0.03,5
981,"  HD225297",168," thin",-0.08,0.07,4,-0.12,0.01,3,0.03,0.06,1,-0.01,0.04,6,,,0,-0.05,0.05,4,0.03,0.03,3,0.0,0.08,4,-0.02,0.05,4,,,0,-0.17,0.16,2,0.13,0.19,3,0.02,0.05,13,0.05,0.05,12,0.02,0.04,21,-0.01,0.02,5
982,"  HD102200",251,"thick",-0.52,0.14,3,-0.04,0.08,3,-0.03,0.16,1,-0.13,0.07,5,,,0,0.18,0.07,3,-0.09,0.06,3,0.09,0.11,2,,,0,,,0,,,0,0.19,0.03,3,0.13,0.04,12,0.29,0.05,10,0.26,0.07,11,0.21,0.05,5
983,"  HD129829",96," thin",-0.09,0.05,3,-0.12,0.01,3,0.06,0.11,1,0.02,0.08,6,,,0,0.04,0.05,4,0.07,0.04,3,0.05,0.08,4,-0.08,0.13,4,,,0,-0.12,0.02,2,-0.01,0.03,3,-0.03,0.05,14,0.08,0.13,12,0.07,0.05,22,-0.02,0.04,5
984,"  HD174153",172," thin",-0.08,0.05,4,-0.13,0.04,3,0.0,0.06,1,-0.05,0.03,6,,,0,-0.04,0.12,4,-0.01,0.03,3,-0.05,0.06,4,-0.05,0.04,4,,,0,-0.07,0.0,2,0.01,0.03,3,0.01,0.03,14,0.07,0.06,12,0.02,0.03,21,-0.02,0.02,5
985,"   HD66168",149," thin",-0.11,0.05,4,-0.12,0.03,3,0.08,0.08,1,0.03,0.03,6,,,0,0.07,0.06,4,0.14,0.03,3,0.01,0.03,4,0.02,0.06,4,,,0,-0.11,0.01,2,-0.09,0.06,3,-0.01,0.07,14,0.03,0.06,12,-0.02,0.05,20,-0.05,0.02,5
986,"  HD139590",226," thin",-0.03,0.03,4,-0.02,0.02,3,-0.01,0.04,1,-0.03,0.04,6,,,0,-0.05,0.06,4,-0.08,0.02,3,-0.11,0.06,4,-0.14,0.06,4,0.03,0.13,1,-0.07,0.01,2,-0.05,0.01,3,0.02,0.06,14,0.02,0.05,12,-0.01,0.03,22,-0.04,0.01,5
987,"   HD63754",229," thin",0.01,0.04,4,-0.05,0.03,3,-0.06,0.05,1,-0.12,0.05,6,,,0,-0.12,0.06,4,-0.15,0.06,3,-0.16,0.03,4,-0.2,0.04,4,-0.06,0.04,1,0.01,0.05,2,-0.01,0.05,3,0.04,0.1,14,-0.03,0.05,12,0.0,0.03,21,-0.06,0.01,5
988,"  HD195200",109," thin",-0.11,0.08,4,-0.09,0.04,3,0.05,0.09,1,-0.04,0.04,6,,,0,0.02,0.07,4,0.02,0.05,3,-0.06,0.03,4,-0.06,0.04,4,,,0,-0.03,0.01,2,-0.03,0.04,3,0.02,0.07,14,0.04,0.06,12,0.0,0.07,22,-0.04,0.02,5
989,"  HD139879",102," thin",0.02,0.07,4,-0.09,0.04,3,-0.04,0.09,1,-0.02,0.04,6,0.17,0.36,2,-0.04,0.06,4,-0.13,0.03,3,-0.12,0.05,4,-0.22,0.1,4,,,0,0.05,0.04,2,0.0,0.15,3,-0.03,0.11,12,-0.01,0.06,12,0.01,0.04,22,-0.01,0.02,5
990,"  HD191033",103," thin",-0.18,0.06,4,-0.13,0.04,3,0.02,0.12,1,-0.03,0.05,6,0.73,0.11,1,0.07,0.1,4,0.03,0.04,3,-0.01,0.04,3,-0.09,0.09,4,,,0,-0.18,0.1,2,0.01,0.06,3,0.01,0.1,14,0.1,0.13,12,0.03,0.07,18,0.02,0.02,5
991,"  HD105938",215," thin",-0.06,0.08,4,-0.13,0.03,3,0.02,0.05,1,-0.01,0.05,6,,,0,-0.05,0.1,4,0.0,0.04,3,-0.05,0.1,4,0.0,0.07,4,0.08,0.08,1,0.02,,1,0.01,0.03,3,0.04,0.04,13,0.03,0.05,12,0.07,0.04,21,0.03,0.02,5
992,"   HD61902",270," thin",-0.1,0.06,3,-0.06,0.07,3,-0.08,0.06,1,-0.16,0.07,6,,,0,-0.03,0.05,4,-0.1,0.05,3,0.12,0.09,3,0.04,0.07,3,,,0,0.01,0.04,2,0.15,0.04,3,0.11,0.03,14,0.11,0.05,11,0.16,0.04,18,0.14,0.04,5
993,"   HD37990",175," thin",-0.14,0.05,4,-0.09,0.01,3,0.09,0.06,1,0.04,0.03,6,0.41,0.2,2,0.04,0.06,4,0.22,0.05,3,0.03,0.04,4,0.04,0.04,4,,,0,-0.12,0.04,2,-0.05,0.03,3,-0.01,0.06,14,0.05,0.06,12,-0.02,0.04,22,-0.06,0.03,5
994," BD-084501",101," halo",,,0,0.04,0.04,2,4.99,0.17,1,-0.02,0.16,5,,,0,0.38,0.05,2,-0.1,0.07,3,,,0,,,0,,,0,,,0,0.29,0.05,2,0.32,0.22,9,0.37,0.07,11,0.58,0.2,10,0.44,0.13,5
995,"  HD150177",1135," thin",-0.04,0.09,4,-0.06,0.04,3,0.03,0.03,1,-0.08,0.08,6,,,0,-0.02,0.05,4,-0.06,0.08,3,-0.04,0.07,4,,,0,,,0,0.16,,1,0.04,0.03,3,0.12,0.03,14,0.14,0.05,11,0.17,0.06,14,0.12,0.03,5
996,"  HD188815",133," thin",-0.11,0.08,3,-0.1,0.03,3,0.06,0.11,1,-0.16,0.05,6,,,0,-0.09,0.04,4,0.0,0.12,3,-0.02,0.1,4,-0.05,0.08,4,,,0,-0.02,,1,0.1,0.04,3,0.09,0.07,14,0.15,0.07,12,0.11,0.06,15,0.06,0.03,5
997,"   HD10647",1252," thin",-0.13,0.05,4,-0.14,0.01,3,0.1,0.02,1,0.06,0.04,6,,,0,0.07,0.07,4,0.15,0.02,3,0.05,0.05,4,0.01,0.05,4,-0.05,0.04,1,-0.13,0.02,2,-0.05,0.02,3,-0.02,0.02,14,0.04,0.08,12,-0.01,0.05,20,-0.07,0.02,5
998,"   HD96290",180," thin",-0.05,0.06,4,-0.09,0.03,3,0.03,0.05,1,-0.02,0.03,6,0.54,0.1,1,-0.05,0.03,4,0.05,0.02,3,-0.08,0.04,4,-0.06,0.04,4,,,0,0.03,0.18,2,-0.06,0.02,3,0.0,0.04,14,0.02,0.1,12,-0.01,0.03,21,-0.08,0.02,5
999,"   HD17051",624," thin",-0.08,0.04,4,-0.08,0.02,3,0.03,0.03,1,-0.05,0.06,6,0.62,0.1,1,-0.04,0.09,4,0.04,0.08,3,-0.09,0.06,4,-0.19,0.04,4,-0.16,0.08,1,-0.08,0.0,2,-0.03,0.03,3,0.0,0.07,14,0.03,0.06,11,-0.01,0.05,22,-0.1,0.02,5
1000,"  HD179346",113," thin",-0.07,0.06,4,-0.11,0.04,3,0.11,0.1,1,0.03,0.04,6,,,0,0.1,0.09,4,0.05,0.05,3,0.19,0.09,4,0.07,0.09,4,,,0,-0.19,0.01,2,-0.04,0.03,3,-0.01,0.09,13,0.02,0.04,12,0.03,0.07,22,0.01,0.03,5
1001,"  HD161566",411," thin",-0.04,0.08,4,-0.1,0.04,3,0.07,0.03,1,-0.01,0.05,6,,,0,0.04,0.06,4,0.03,0.03,3,0.06,0.09,4,0.01,0.05,4,,,0,-0.07,0.01,2,-0.01,0.1,3,0.09,0.02,14,0.13,0.05,12,0.1,0.03,18,0.08,0.03,5
1002,"  HD206116",78," thin",0.04,0.1,4,-0.07,0.04,3,-0.06,0.11,1,-0.09,0.05,6,0.72,0.11,1,-0.05,0.04,4,-0.11,0.03,3,0.06,0.08,4,-0.08,0.05,4,,,0,-0.15,0.12,2,-0.13,0.05,3,-0.02,0.06,14,0.03,0.06,12,0.01,0.05,22,0.0,0.16,5
1003,"   HD75881",127," thin",0.03,0.06,4,-0.08,0.03,3,0.03,0.09,1,-0.03,0.05,6,,,0,0.02,0.08,4,-0.04,0.06,3,-0.03,0.04,4,-0.04,0.05,4,,,0,-0.26,0.07,2,-0.04,0.05,3,0.0,0.09,14,-0.03,0.06,10,0.02,0.05,21,-0.01,0.02,5
1004,"   HD21132",691," thin",-0.08,0.07,4,-0.1,0.04,3,0.01,0.03,1,-0.1,0.06,6,,,0,-0.02,0.04,4,0.03,0.04,3,0.03,0.09,3,0.05,0.04,4,0.08,0.1,1,-0.17,0.08,2,0.06,0.03,3,0.07,0.03,14,0.09,0.04,12,0.09,0.05,17,0.03,0.03,5
1005,"  HD119629",197," thin",-0.05,0.1,4,-0.13,0.04,3,0.05,0.06,1,-0.03,0.05,6,,,0,-0.02,0.1,4,0.01,0.04,3,0.01,0.08,4,-0.01,0.05,4,,,0,-0.08,0.24,2,-0.09,0.09,3,0.1,0.21,14,0.08,0.07,12,0.1,0.04,19,0.05,0.03,5
1006,"  HD148156",453," thin",0.01,0.06,4,-0.05,0.05,3,-0.02,0.03,1,-0.11,0.07,6,,,0,-0.09,0.09,4,-0.16,0.03,3,-0.15,0.09,4,-0.21,0.05,4,0.17,0.09,1,-0.21,,1,-0.05,0.02,3,0.04,0.04,13,0.03,0.05,12,0.0,0.04,22,-0.05,0.02,5
1007,"   HD28969",112," thin",-0.2,0.11,4,-0.15,0.04,3,0.08,0.1,1,0.04,0.07,6,0.45,0.11,1,0.06,0.05,3,0.08,0.05,3,0.08,0.07,4,0.05,0.11,4,,,0,-0.35,0.12,2,-0.06,0.09,3,-0.01,0.09,13,0.0,0.07,12,0.03,0.06,21,-0.04,0.03,5
1008,"   HD62364",214," thin",-0.06,0.08,4,-0.1,0.02,3,0.04,0.05,1,-0.03,0.04,6,,,0,0.0,0.05,4,0.04,0.05,3,0.03,0.04,3,-0.03,0.07,4,0.08,0.22,1,-0.12,0.02,2,0.25,0.29,3,0.04,0.05,14,0.09,0.06,12,0.03,0.04,18,0.02,0.01,5
1009,"   HD25587",80," thin",-0.04,0.07,3,-0.1,0.07,3,0.15,0.16,1,0.0,0.13,6,,,0,0.12,0.08,4,0.03,0.14,3,0.22,0.09,3,,,0,,,0,-0.05,0.12,2,-0.18,0.09,3,0.04,0.08,14,0.11,0.12,12,0.13,0.08,19,0.06,0.11,5
1010,"  HD128340",177," thin",-0.09,0.06,4,-0.05,0.06,3,-0.02,0.09,1,-0.17,0.05,6,,,0,-0.01,0.05,4,0.0,0.05,3,0.09,0.09,4,0.07,0.05,2,,,0,-0.01,0.21,2,0.08,0.04,3,0.03,0.04,14,0.12,0.07,12,0.09,0.07,17,0.04,0.04,5
1011,"  HD215906",117," thin",-0.18,0.06,4,-0.12,0.07,3,0.01,0.12,1,-0.12,0.05,6,,,0,-0.11,0.1,4,-0.03,0.06,3,0.02,0.07,4,,,0,,,0,-0.21,0.03,2,-0.05,0.03,3,0.06,0.07,14,0.13,0.14,12,0.03,0.06,17,0.02,0.03,5
1012,"  HD108147",916," thin",-0.09,0.05,4,-0.13,0.03,3,0.07,0.03,1,-0.02,0.09,6,,,0,-0.03,0.08,4,0.02,0.03,3,-0.08,0.04,4,-0.12,0.06,4,0.06,0.07,1,-0.29,0.16,2,-0.07,0.03,3,0.0,0.02,14,0.02,0.08,12,0.0,0.07,22,-0.1,0.02,5
1013,"  HD173885",227," thin",-0.06,0.07,4,-0.08,0.02,3,-0.01,0.06,1,-0.07,0.06,6,,,0,-0.01,0.05,4,-0.03,0.04,3,-0.04,0.08,4,-0.02,0.05,4,0.11,0.22,1,-0.09,0.02,2,0.03,0.02,3,0.03,0.03,14,0.05,0.05,12,0.03,0.03,19,0.02,0.03,5
1014,"  HD212301",309," thin",-0.03,0.07,4,-0.09,0.03,3,0.0,0.05,1,-0.08,0.03,6,,,0,-0.04,0.09,4,-0.06,0.03,3,-0.03,0.11,4,-0.25,0.05,4,0.11,0.17,1,-0.18,0.11,2,-0.07,0.02,3,0.02,0.05,13,0.05,0.06,12,-0.02,0.04,21,-0.09,0.01,5
1015,"   HD95456",2014," thin",-0.04,0.04,4,-0.08,0.02,3,-0.03,0.02,1,-0.04,0.04,6,,,0,-0.09,0.05,4,-0.05,0.04,3,-0.13,0.04,4,-0.15,0.05,4,-0.12,0.03,1,-0.04,0.03,2,-0.03,0.01,3,0.0,0.02,14,0.05,0.05,11,-0.01,0.03,22,-0.06,0.01,5
1016,"  HD101612",111," thin",-0.16,0.07,4,-0.09,0.04,3,-0.03,0.12,1,-0.09,0.09,6,,,0,0.02,0.09,4,0.17,0.07,3,-0.04,0.06,4,-0.03,0.06,4,,,0,-0.17,0.03,2,-0.02,0.04,3,0.04,0.05,14,0.09,0.06,11,0.06,0.07,20,-0.04,0.03,5
1017,"  HD215625",154," thin",-0.06,0.08,4,-0.08,0.05,3,0.03,0.06,1,-0.01,0.05,6,0.71,0.1,1,-0.05,0.03,4,-0.03,0.03,3,-0.03,0.04,4,-0.07,0.04,4,,,0,-0.08,0.02,2,-0.01,0.02,3,0.01,0.04,14,0.07,0.07,12,0.0,0.04,22,-0.05,0.02,5
1018,"  HD220894",249," thin",-0.09,0.05,4,-0.11,0.02,3,0.04,0.05,1,0.04,0.05,6,,,0,-0.03,0.11,4,0.05,0.03,3,0.05,0.05,4,0.01,0.04,4,0.09,0.13,1,-0.1,,1,-0.09,0.08,3,0.0,0.04,13,0.07,0.11,12,0.02,0.05,21,-0.01,0.02,5
1019,"  HD141597",109,"thick",-0.11,0.07,4,0.1,0.02,3,0.05,0.13,1,-0.16,0.13,5,,,0,-0.04,0.05,4,-0.08,0.12,3,-0.09,0.07,4,,,0,,,0,0.12,0.04,2,0.3,0.04,3,0.18,0.08,14,0.27,0.08,12,0.31,0.05,19,0.2,0.02,5
1020,"  HD179949",536," thin",-0.08,0.03,4,-0.08,0.03,3,0.0,0.04,1,-0.06,0.16,6,,,0,-0.05,0.07,4,-0.06,0.03,3,-0.2,0.05,3,-0.24,0.08,4,-0.01,0.1,1,-0.07,0.03,2,-0.12,0.03,3,0.02,0.11,12,0.01,0.05,12,-0.02,0.05,21,-0.11,0.01,5
1021,"  HD214094",332," thin",-0.07,0.06,4,-0.08,0.02,3,0.04,0.04,1,0.0,0.05,6,,,0,-0.06,0.09,4,0.03,0.03,3,-0.05,0.06,4,-0.06,0.06,4,-0.08,0.11,1,-0.09,0.01,2,0.0,0.03,3,0.0,0.02,14,0.04,0.05,12,0.02,0.04,20,-0.03,0.02,5
1022,"   HD19994",2001," thin",0.01,0.07,4,-0.08,0.05,3,-0.04,0.04,1,-0.13,0.08,5,,,0,-0.02,0.07,4,-0.2,0.05,3,-0.15,0.05,3,-0.16,0.06,4,0.03,0.03,1,-0.2,0.1,2,-0.16,0.14,3,0.04,0.02,13,-0.02,0.09,12,0.02,0.05,21,-0.06,0.04,5
1023,"   HD14745",174," thin",-0.06,0.09,4,-0.09,0.04,3,0.04,0.06,1,-0.01,0.06,6,,,0,0.04,0.04,4,0.06,0.03,3,0.08,0.04,4,0.13,0.06,4,,,0,-0.07,0.05,2,-0.02,0.04,3,0.01,0.03,14,0.07,0.05,12,0.08,0.05,20,0.03,0.04,5
1024,"   HD95922",103," thin",-0.19,0.04,4,-0.14,0.03,3,0.09,0.1,1,0.05,0.05,6,0.77,,0,0.04,0.05,4,0.2,0.04,3,0.07,0.05,4,0.06,0.06,4,,,0,-0.51,0.51,2,0.02,0.04,3,-0.05,0.08,14,0.03,0.05,12,0.02,0.05,19,-0.06,0.04,5
1025,"  HD203335",147," thin",-0.05,0.09,4,-0.1,0.04,3,-0.02,0.07,1,-0.05,0.04,6,,,0,-0.04,0.05,4,-0.01,0.05,3,-0.1,0.06,4,-0.06,0.05,4,,,0,-0.05,0.02,2,0.11,0.14,3,0.02,0.03,14,0.09,0.06,12,0.02,0.05,21,-0.03,0.01,5
1026,"  HD192865",188," thin",-0.05,0.04,4,-0.05,0.05,3,0.05,0.06,1,-0.05,0.06,6,,,0,-0.01,0.08,4,-0.07,0.04,3,0.0,0.04,4,-0.03,0.05,4,,,0,-0.16,,1,-0.03,0.02,3,0.01,0.05,14,0.04,0.07,12,0.05,0.05,22,-0.04,0.02,5
1027,"    HD5388",737," thin",-0.06,0.09,4,-0.12,0.04,3,0.1,0.03,1,-0.03,0.04,6,,,0,0.02,0.05,4,0.02,0.04,3,0.03,0.08,4,0.01,0.05,4,0.09,0.08,1,-0.1,0.01,2,-0.03,0.08,3,0.07,0.02,14,0.13,0.08,12,0.11,0.05,16,0.04,0.03,5
1028,"  HD115773",237," thin",-0.09,0.09,4,-0.13,0.01,3,0.03,0.05,1,0.02,0.04,6,,,0,0.0,0.05,4,0.09,0.07,3,-0.03,0.11,4,-0.01,0.05,4,-0.05,0.16,1,-0.09,0.0,2,0.04,0.05,3,0.02,0.02,14,0.08,0.06,12,0.06,0.04,21,-0.01,0.03,5
1029,"  HD160089",95," thin",-0.01,0.09,4,-0.05,0.06,3,0.1,0.12,1,0.01,0.09,6,0.68,0.12,1,-0.04,0.09,4,-0.1,0.07,3,0.09,0.1,4,0.01,0.03,3,,,0,-0.3,0.14,2,-0.06,0.03,3,0.03,0.08,13,-0.06,0.15,12,0.03,0.09,21,-0.02,0.06,5
1030,"   HD89839",331," thin",-0.11,0.04,4,-0.11,0.01,3,0.05,0.04,1,-0.01,0.05,6,,,0,-0.02,0.07,4,-0.02,0.04,3,-0.05,0.05,4,-0.09,0.06,4,-0.05,0.12,1,-0.09,0.04,2,-0.01,0.03,3,0.02,0.04,13,0.01,0.06,12,0.01,0.03,20,-0.05,0.01,5
1031,"   HD68287",140," thin",-0.11,0.06,4,-0.11,0.03,3,0.05,0.08,1,-0.06,0.05,6,0.81,0.11,1,-0.03,0.07,4,-0.06,0.04,3,-0.09,0.05,4,-0.11,0.05,4,,,0,-0.11,0.07,2,-0.09,0.02,3,0.01,0.09,13,0.03,0.15,12,0.0,0.06,21,-0.07,0.02,5
1032,"  HD119949",272," thin",-0.02,0.08,4,-0.07,0.03,3,0.01,0.06,1,-0.06,0.1,6,,,0,-0.02,0.05,4,-0.06,0.03,3,-0.05,0.08,4,0.01,0.09,3,0.13,0.17,1,-0.11,0.07,2,0.11,0.07,3,0.07,0.09,14,0.11,0.04,11,0.14,0.04,16,0.08,0.04,5
1033,"  HD221638",262," thin",-0.13,0.05,4,-0.13,0.03,3,0.03,0.07,1,-0.07,0.06,6,,,0,0.0,0.07,4,0.05,0.05,3,-0.01,0.05,4,0.0,0.08,4,0.14,0.2,1,-0.2,0.03,2,0.04,0.05,3,0.04,0.1,14,0.08,0.04,11,0.04,0.12,17,-0.02,0.03,5
1034,"  HD169830",1767," thin",-0.03,0.05,4,-0.09,0.02,3,0.0,0.02,1,-0.06,0.03,6,,,0,-0.08,0.05,4,-0.06,0.05,3,-0.18,0.06,4,-0.17,0.05,4,-0.12,0.02,1,-0.07,0.01,2,-0.02,0.01,3,0.02,0.01,14,0.04,0.05,12,0.0,0.03,21,-0.08,0.01,5
1035,"   HD52449",149," thin",-0.1,0.05,4,-0.11,0.02,3,0.1,0.06,1,0.0,0.05,6,,,0,0.0,0.05,4,0.07,0.05,3,-0.07,0.03,4,-0.15,0.05,4,,,0,-0.11,0.02,2,-0.08,0.01,3,-0.02,0.07,14,0.07,0.05,12,0.0,0.05,22,-0.09,0.01,5
1036,"  HD205294",480," thin",-0.05,0.09,4,-0.1,0.03,3,0.08,0.04,1,-0.05,0.04,6,,,0,0.01,0.05,4,0.01,0.04,3,0.05,0.08,4,0.01,0.06,4,0.01,0.12,1,-0.12,0.03,2,0.02,0.03,3,0.07,0.07,14,0.13,0.05,12,0.07,0.04,16,0.03,0.03,5
1037,"   HD40483",169," thin",-0.06,0.07,4,-0.15,0.06,3,0.06,0.07,1,-0.03,0.05,6,,,0,0.08,0.05,4,-0.02,0.05,3,0.06,0.07,4,-0.03,0.05,4,,,0,-0.13,0.07,2,0.01,0.03,3,0.02,0.04,14,0.07,0.08,12,0.08,0.07,20,0.04,0.04,5
1038,"  HD144589",249," thin",-0.13,0.06,4,-0.13,0.04,3,0.08,0.06,1,-0.03,0.05,6,,,0,0.01,0.07,4,0.01,0.05,3,0.07,0.03,4,-0.08,0.1,4,0.01,0.19,1,-0.13,0.12,2,-0.11,0.06,3,0.05,0.06,12,0.09,0.06,12,0.1,0.07,22,-0.05,0.03,5
1039,"  HD221287",381," thin",-0.14,0.05,4,-0.13,0.02,3,0.12,0.04,1,0.04,0.04,6,,,0,0.0,0.09,4,0.22,0.04,3,0.05,0.07,4,-0.02,0.06,4,0.0,0.13,1,-0.15,0.0,2,-0.1,0.02,3,-0.01,0.09,14,0.08,0.05,12,0.01,0.04,18,-0.08,0.01,5
1040,"   HD33081",111," thin",0.05,0.12,4,-0.19,0.08,3,0.19,0.13,1,-0.11,0.17,6,,,0,0.12,0.1,4,-0.12,0.12,3,0.1,0.08,4,0.03,0.05,3,,,0,0.05,0.19,2,0.08,0.27,3,0.07,0.13,12,0.06,0.14,12,0.07,0.11,20,0.07,0.09,5
1041,"     HD142",757," thin",-0.06,0.06,3,-0.08,0.08,3,0.09,0.06,1,0.07,0.11,4,,,0,0.02,0.08,4,0.05,0.09,3,-0.12,0.05,3,-0.11,0.05,3,0.06,0.05,1,-0.23,0.2,2,-0.08,0.06,2,0.05,0.07,12,-0.22,0.16,7,0.01,0.14,17,0.01,0.05,5
1042,"  HD130989",228," thin",-0.06,0.1,4,-0.13,0.03,3,0.05,0.07,1,-0.05,0.04,6,,,0,-0.03,0.06,4,0.01,0.05,3,0.02,0.05,4,-0.03,0.07,4,0.02,0.24,1,-0.1,0.05,2,0.0,0.03,3,0.08,0.1,12,0.13,0.09,12,0.07,0.05,17,0.02,0.03,5
1043,"  HD149200",166," thin",-0.11,0.12,4,-0.22,0.04,3,0.05,0.07,1,0.0,0.07,6,,,0,0.08,0.09,4,-0.08,0.07,3,0.04,0.06,4,-0.03,0.07,4,,,0,-0.07,0.1,2,-0.12,0.03,3,0.01,0.07,14,0.06,0.06,11,0.1,0.06,21,0.02,0.03,5
1044,"  HD135468",322," thin",-0.07,0.1,4,-0.21,0.04,3,0.08,0.05,1,-0.03,0.06,6,,,0,0.03,0.06,4,0.07,0.04,3,0.09,0.09,4,0.09,0.07,4,-0.04,0.1,1,-0.18,0.03,2,0.0,0.03,3,0.02,0.08,14,0.08,0.05,11,0.08,0.05,18,-0.02,0.03,5
1045,"  HD112283",115," thin",-0.08,0.13,4,-0.19,0.06,3,0.05,0.12,1,-0.03,0.13,6,,,0,0.09,0.12,4,0.04,0.12,3,0.18,0.05,4,0.11,0.08,2,,,0,-0.33,0.2,2,-0.09,0.05,3,-0.05,0.07,14,0.05,0.09,12,0.07,0.13,20,0.03,0.03,5
1046,"  HD163102",122," thin",0.0,0.14,4,-0.18,0.05,3,0.13,0.1,1,-0.11,0.09,6,,,0,0.06,0.08,4,-0.06,0.07,3,0.06,0.06,4,0.0,0.05,4,,,0,-0.21,0.09,2,0.06,0.08,2,0.01,0.08,13,0.09,0.15,10,0.09,0.07,18,0.05,0.06,5
