recno,Star,Teff,e_Teff,logg,e_logg,loggHIP,e_loggHIP,[Fe/H],e_[Fe/H],vtur,e_vtur,loggcor,SimbadName,_RA,_DE
689,"HD21938",5778,18.0,4.38,0.02,4.3,0.03,-0.47,0.01,0.99,0.03,4.34,"HD21938",52.70976,-37.37229
130,"HIP16094",4785,57.0,4.29,0.17,4.6,0.07,-0.08,0.02,0.46,0.16,4.52,"HIP16094",51.82803,-36.26183
648,"HD29428",5743,22.0,4.48,0.05,4.59,0.07,-0.06,0.02,0.82,0.03,4.45,"HD29428",69.06355,-39.41449
85,"HIP22059",4672,82.0,4.33,0.25,4.64,0.06,-0.28,0.04,0.47,0.31,4.6,"HIP22059",71.17397,-37.12133
138,"HIP20444",4803,60.0,4.27,0.18,4.62,0.1,-0.14,0.02,0.47,0.18,4.5,"HIP20444",65.69449,-33.12327
928,"HD31103",6078,16.0,4.49,0.02,4.46,0.05,0.09,0.01,1.08,0.02,4.37,"HD31103",72.91909,-31.56732
74,"HD31560",4655,78.0,4.36,0.23,4.59,0.04,0.0,0.12,0.08,1.23,4.64,"HD31560",73.92463,-28.56391
391,"HD30669",5400,44.0,4.37,0.06,4.47,0.1,0.13,0.03,0.55,0.09,4.42,"HD30669",72.11869,-28.41929
940,"HD31128",6096,67.0,4.9,0.05,4.51,0.11,-1.39,0.04,3.02,0.78,4.78,"HD31128",73.04129,-27.06415
291,"HD30858",5163,36.5,4.44,0.08,4.51,0.1,-0.11,0.02,0.73,0.07,4.55,"HD30858",72.55359,-26.13101
622,"HD26729",5718,35.0,4.17,0.04,4.07,0.07,0.31,0.03,1.13,0.04,4.14,"HD26729",63.09877,-31.5811
1009,"HD25587",6258,66.0,4.61,0.09,4.18,0.06,-0.12,0.04,1.78,0.11,4.43,"HD25587",60.67812,-27.48355
693,"HD29263",5780,25.0,4.35,0.03,4.32,0.07,0.03,0.02,0.94,0.03,4.31,"HD29263",68.94038,-21.33994
860,"HD1581",5977,12.0,4.51,0.03,4.41,0.01,-0.18,0.01,1.12,0.01,4.42,"HD1581",5.01775,-64.87479
652,"HD67",5746,24.0,4.56,0.02,4.62,0.07,0.03,0.02,1.02,0.03,4.53,"HD67",1.36855,-61.22585
900,"HD3823",6022,14.0,4.31,0.02,4.16,0.02,-0.28,0.01,1.39,0.02,4.21,"HD3823",10.10696,-59.4546
997,"HD10647",6218,20.0,4.62,0.04,4.46,0.01,0.0,0.01,1.22,0.02,4.45,"HD10647",25.62214,-53.74083
381,"HD870",5381,26.0,4.42,0.05,4.58,0.03,-0.1,0.02,0.79,0.05,4.48,"HD870",3.20937,-57.91261
481,"HD2768",5548,22.0,4.4,0.03,4.54,0.09,-0.03,0.02,0.81,0.03,4.42,"HD2768",7.70027,-56.595
257,"HD750",5069,32.0,4.33,0.1,4.55,0.06,-0.3,0.02,0.66,0.07,4.47,"HD750",2.89914,-57.47255
17,"HD4838",4506,95.1,4.28,0.37,4.6,0.06,-0.14,0.05,0.33,0.51,4.61,"HD4838",12.45131,-54.59323
624,"HD2071",5719,14.0,4.47,0.02,4.52,0.03,-0.09,0.01,0.95,0.01,4.44,"HD2071",6.17728,-53.984
162,"HD6673",4875,49.0,4.39,0.12,4.57,0.05,-0.28,0.02,0.38,0.18,4.59,"HD6673",16.69762,-50.98944
10,"HIP7058",4478,80.8,4.05,0.27,4.56,0.09,-0.12,0.06,0.12,0.57,4.39,"HIP7058",22.74409,-48.87129
842,"HD9608",5954,25.0,4.43,0.03,4.3,0.06,-0.26,0.02,0.98,0.03,4.34,"HD9608",23.31709,-47.30607
26,"HD11938",4547,109.1,4.08,0.32,4.55,0.07,0.08,0.06,0.22,0.6,4.39,"HD11938",28.95533,-52.84082
764,"HD13724",5868,27.0,4.52,0.03,4.46,0.04,0.23,0.02,1.02,0.03,4.46,"HD13724",33.08616,-46.81638
772,"HD17865",5877,24.0,4.32,0.03,4.16,0.06,-0.57,0.02,1.16,0.04,4.25,"HD17865",42.67259,-44.0813
324,"HD15612",5256,34.0,4.49,0.06,4.58,0.1,-0.11,0.02,0.87,0.06,4.58,"HD15612",37.37556,-41.36368
21,"HIP7743",4523,60.1,4.08,0.26,4.49,0.08,-0.11,0.01,0.05,0.71,4.4,"HIP7743",24.92404,-46.50995
590,"HD10895",5685,21.0,4.52,0.03,4.47,0.08,-0.27,0.01,0.78,0.03,4.5,"HD10895",26.50055,-43.91335
119,"HD12617",4766,86.0,4.31,0.24,4.53,0.06,0.14,0.02,0.19,0.67,4.55,"HD12617",30.68769,-40.95087
601,"HD12387",5700,18.0,4.39,0.05,4.28,0.03,-0.24,0.01,0.93,0.03,4.37,"HD12387",30.13385,-40.73125
111,"HIP10741",4742,51.5,4.26,0.18,4.61,0.1,-0.14,0.03,0.26,0.22,4.51,"HIP10741",34.55851,-36.33675
160,"HD14744",4871,49.0,4.38,0.13,4.54,0.07,-0.17,0.02,0.51,0.15,4.58,"HD14744",35.40693,-34.83727
794,"HD564",5902,14.0,4.53,0.02,4.4,0.07,-0.2,0.01,0.95,0.02,4.46,"HD564",2.47009,-50.26782
746,"HD3220",5846,15.0,4.51,0.02,4.56,0.07,-0.22,0.01,0.87,0.02,4.45,"HD3220",8.762,-48.93455
1041,"HD142",6403,65.0,4.62,0.07,4.3,0.03,0.09,0.05,1.74,0.08,4.37,"HD142",1.5799,-49.07519
1027,"HD5388",6311,33.0,4.24,0.03,4.01,0.06,-0.28,0.02,1.65,0.05,4.03,"HD5388",13.79954,-47.40597
970,"HD8535",6158,13.0,4.42,0.02,4.35,0.05,0.04,0.01,1.25,0.01,4.28,"HD8535",20.90515,-41.2698
934,"HD6735",6082,15.0,4.49,0.02,4.45,0.03,-0.06,0.01,1.15,0.02,4.37,"HD6735",16.88355,-41.7467
584,"HD1320",5679,14.0,4.49,0.02,4.49,0.04,-0.27,0.01,0.85,0.02,4.47,"HD1320",4.31886,-43.85273
936,"HD457",6089,23.0,4.43,0.03,4.26,0.06,0.34,0.02,1.17,0.02,4.31,"HD457",2.24866,-39.73716
903,"HD4597",6025,31.0,4.43,0.03,4.33,0.06,-0.39,0.02,1.11,0.04,4.33,"HD4597",11.87814,-36.94019
920,"HD9578",6055,14.0,4.52,0.03,4.44,0.07,0.11,0.01,1.07,0.01,4.41,"HD9578",23.32144,-38.24502
344,"HD10002",5313,44.0,4.4,0.07,4.5,0.05,0.17,0.03,0.82,0.09,4.48,"HD10002",24.28595,-29.39326
454,"HD8859",5502,18.0,4.41,0.04,4.45,0.06,-0.09,0.01,0.77,0.03,4.44,"HD8859",21.70519,-29.47497
212,"HD9246",4976,30.0,4.52,0.07,4.64,0.06,-0.56,0.02,0.33,0.15,4.69,"HD9246",22.60402,-29.25887
1047,"HD8985",6473,68.0,4.96,0.08,4.47,0.05,-0.01,0.04,2.15,0.14,4.69,"HD8985",22.03046,-28.05125
307,"HD10166",5221,31.0,4.48,0.07,4.74,0.09,-0.39,0.02,0.74,0.07,4.58,"HD10166",24.74104,-27.25221
459,"HD8638",5507,26.0,4.43,0.05,4.45,0.06,-0.38,0.02,0.74,0.04,4.46,"HD8638",21.20503,-27.83904
147,"HD8326",4834,67.0,4.35,0.17,4.54,0.05,0.04,0.03,0.44,0.22,4.57,"HD8326",20.53172,-26.8931
300,"HD8912",5211,42.0,4.43,0.07,4.58,0.06,-0.07,0.03,0.7,0.09,4.53,"HD8912",21.86339,-25.9369
597,"HD8038",5694,23.0,4.45,0.03,4.43,0.07,0.15,0.02,0.88,0.03,4.43,"HD8038",19.8711,-24.95121
287,"HD9796",5139,32.0,4.34,0.08,4.48,0.05,-0.25,0.02,0.49,0.08,4.45,"HD9796",23.83738,-21.2011
452,"HD18838",5500,29.0,4.48,0.04,4.55,0.09,-0.17,0.02,0.64,0.05,4.51,"HD18838",45.17474,-35.93761
710,"HD19641",5806,14.0,4.39,0.02,4.39,0.05,-0.01,0.01,0.94,0.01,4.34,"HD19641",47.11008,-37.85224
961,"HD18083",6144,43.0,4.7,0.04,4.48,0.05,0.03,0.03,1.33,0.06,4.56,"HD18083",43.31934,-34.4886
240,"HD17970",5038,31.0,4.39,0.06,4.5,0.03,-0.45,0.02,0.2,0.2,4.54,"HD17970",43.08204,-33.45064
109,"HD20868",4732,129.8,4.22,0.34,4.55,0.1,0.07,0.07,0.51,0.32,4.47,"HD20868",50.17789,-33.7301
438,"HD21411",5473,18.0,4.51,0.03,4.54,0.04,-0.26,0.01,0.81,0.03,4.55,"HD21411",51.54632,-30.61781
682,"HD20782",5774,14.0,4.37,0.01,4.35,0.03,-0.06,0.01,1.0,0.01,4.33,"HD20782",50.01491,-28.85407
325,"HD20781",5256,29.0,4.37,0.05,4.5,0.06,-0.11,0.02,0.78,0.05,4.46,"HD20781",50.01226,-28.78383
1058,"HD20852",6813,70.0,4.76,0.06,4.28,0.05,-0.35,0.04,2.34,0.22,4.34,"HD20852",50.18577,-26.2878
738,"HD16417",5841,17.0,4.16,0.02,4.1,0.04,0.13,0.01,1.18,0.01,4.1,"HD16417",39.2442,-34.57798
465,"HD16714",5518,18.0,4.42,0.03,4.45,0.05,-0.2,0.01,0.76,0.03,4.44,"HD16714",39.94842,-33.90005
678,"HD18001",5772,24.0,4.44,0.03,4.54,0.08,-0.07,0.02,0.8,0.03,4.4,"HD18001",43.17171,-31.56219
736,"HD16784",5837,22.0,4.34,0.02,4.18,0.07,-0.65,0.02,1.14,0.04,4.28,"HD16784",40.16158,-30.13541
177,"HD14680",4913,58.0,4.33,0.12,4.51,0.06,-0.18,0.03,0.48,0.16,4.52,"HD14680",35.34998,-30.93364
759,"HD14868",5864,24.0,4.44,0.03,4.52,0.05,0.02,0.02,0.9,0.03,4.38,"HD14868",35.79655,-29.03668
264,"HD15337",5088,44.0,4.36,0.1,4.57,0.07,0.06,0.03,0.51,0.11,4.49,"HD15337",36.86824,-27.63521
407,"HD16297",5422,22.0,4.47,0.04,4.42,0.05,-0.01,0.02,0.8,0.04,4.52,"HD16297",39.03264,-28.2186
87,"HD16280",4677,83.5,4.3,0.31,4.61,0.07,-0.18,0.06,0.48,0.29,4.57,"HD16280",39.00326,-27.17837
432,"HD18386",5457,29.0,4.39,0.05,4.54,0.06,0.14,0.02,0.92,0.04,4.43,"HD18386",44.15789,-22.3101
373,"HD24892",5363,15.0,3.99,0.04,3.87,0.04,-0.32,0.01,0.88,0.02,4.05,"HD24892",59.11945,-25.18134
25,"HIP17346",4542,101.8,4.19,0.34,4.58,0.05,-0.1,0.04,0.38,0.41,4.51,"HIP17346",55.68615,-24.46633
63,"HD20492",4628,207.3,4.26,0.51,4.54,0.08,0.09,0.02,0.09,1.12,4.55,"HD20492",49.31195,-20.68579
816,"HD21161",5923,25.0,4.24,0.04,4.23,0.05,0.09,0.02,1.14,0.02,4.16,"HD21161",51.10306,-15.65384
184,"HD23356",4919,66.0,4.45,0.14,4.56,0.03,-0.15,0.03,0.52,0.18,4.64,"HD23356",55.9806,-19.1109
366,"HD13252",5358,28.0,4.33,0.06,4.47,0.11,-0.25,0.02,0.59,0.05,4.39,"HD13252",32.23551,-27.41962
44,"HD16270",4583,114.0,4.23,0.34,4.49,0.04,0.14,0.02,0.16,1.08,4.53,"HD16270",39.00323,-23.52132
612,"HD16008",5712,17.0,4.42,0.03,4.38,0.09,-0.09,0.01,0.78,0.03,4.4,"HD16008",38.45428,-19.61181
131,"HD11608",4788,50.8,4.15,0.18,4.49,0.07,0.24,0.04,0.06,0.17,4.38,"HD11608",28.38102,-21.25273
495,"HD11397",5564,26.0,4.46,0.04,4.49,0.1,-0.54,0.02,0.75,0.05,4.47,"HD11397",27.91887,-16.31763
201,"HD11683",4957,40.0,4.35,0.12,4.58,0.06,-0.27,0.02,0.71,0.09,4.53,"HD11683",28.59246,-15.72398
288,"BD-160308",5150,35.8,4.45,0.06,4.53,0.12,-0.42,0.02,0.44,0.07,4.56,"BD-160308",27.19516,-15.47272
388,"HD12345",5395,29.0,4.44,0.04,4.53,0.07,-0.21,0.02,0.69,0.06,4.5,"HD12345",30.20313,-12.87498
626,"HD19467",5720,10.0,4.31,0.01,4.28,0.03,-0.14,0.01,0.96,0.01,4.28,"HD19467",46.82739,-13.76178
235,"HD23249",5027,48.0,3.66,0.1,3.75,0.02,0.07,0.03,0.93,0.06,3.81,"HD23249",55.81209,-9.76339
246,"HD22049",5049,48.0,4.45,0.09,4.57,0.03,-0.15,0.03,0.83,0.1,4.59,"HD22049",53.23269,-9.45826
435,"HD21019",5468,13.0,3.93,0.02,3.76,0.03,-0.45,0.01,1.05,0.01,3.97,"HD21019",50.82375,-7.7941
148,"HD21251",4838,45.5,4.31,0.17,4.45,0.09,-0.09,0.02,0.48,0.15,4.53,"HD21251",51.3798,-6.69559
135,"HD15906",4798,76.1,4.42,0.2,4.55,0.09,0.01,0.03,0.41,0.27,4.65,"HD15906",38.27201,-10.35178
594,"HD16548",5690,20.0,3.96,0.03,3.94,0.05,0.15,0.02,1.15,0.02,3.94,"HD16548",39.75336,-8.92789
313,"HD18719",5241,32.0,4.41,0.06,4.52,0.08,-0.08,0.02,0.92,0.06,4.5,"HD18719",45.07138,-9.0399
444,"HD19034",5477,15.0,4.4,0.03,4.42,0.05,-0.48,0.01,0.69,0.03,4.43,"HD19034",45.91233,-5.6663
436,"BD-050578",5470,29.0,4.39,0.07,4.71,0.11,0.09,0.02,0.79,0.04,4.43,"BD-050578",46.70339,-4.80853
881,"HD75328",6003,29.0,4.46,0.03,4.38,0.04,-0.23,0.02,1.05,0.04,4.36,"HD75328",130.07964,-79.67404
802,"HD82114",5912,22.0,4.2,0.03,4.04,0.03,0.01,0.02,1.28,0.02,4.13,"HD82114",140.85338,-77.89052
478,"HD90926",5538,33.0,4.35,0.05,4.43,0.06,0.13,0.03,0.8,0.04,4.37,"HD90926",156.53523,-76.45202
116,"HD63454",4756,77.0,4.32,0.22,4.6,0.05,0.13,0.05,0.31,0.42,4.56,"HD63454",114.84106,-78.27897
1008,"HD62364",6255,26.0,4.47,0.04,4.23,0.04,-0.11,0.02,1.42,0.03,4.29,"HD62364",113.9074,-75.54423
467,"HD81639",5522,20.0,4.4,0.03,4.52,0.04,-0.17,0.02,0.79,0.03,4.42,"HD81639",140.52529,-73.54335
697,"HD74698",5783,19.0,4.27,0.02,4.25,0.04,0.07,0.02,1.01,0.02,4.23,"HD74698",130.073,-71.87714
958,"HD94964",6139,35.0,4.55,0.04,4.39,0.04,-0.07,0.03,1.26,0.05,4.42,"HD94964",163.83346,-75.19194
998,"HD96290",6219,21.0,4.56,0.03,4.41,0.03,0.03,0.01,1.21,0.02,4.39,"HD96290",165.99887,-74.24796
565,"HD91345",5658,39.0,4.53,0.04,4.38,0.08,-1.04,0.03,0.71,0.12,4.52,"HD91345",157.51919,-71.5609
425,"HD100508",5449,61.0,4.42,0.09,4.45,0.04,0.39,0.05,0.86,0.09,4.46,"HD100508",173.30454,-67.05458
868,"HD95542",5984,15.0,4.52,0.03,4.49,0.05,-0.04,0.01,1.01,0.02,4.43,"HD95542",165.07374,-66.55703
975,"HD97320",6165,52.0,4.57,0.04,4.34,0.05,-1.05,0.03,1.5,0.17,4.43,"HD97320",167.75306,-65.42715
953,"HD88474",6122,40.0,3.91,0.03,3.74,0.12,-0.48,0.03,1.91,0.07,3.78,"HD88474",152.28936,-70.36617
774,"HD81700",5882,21.0,4.53,0.02,4.5,0.05,0.12,0.01,0.98,0.02,4.46,"HD81700",141.09561,-63.71835
94,"HD309701",4690,78.0,4.31,0.21,4.54,0.08,-0.33,0.02,0.0,1.46,4.58,"HD309701",145.20293,-62.89122
127,"HD86140",4776,70.0,4.4,0.18,4.57,0.05,-0.28,0.02,0.15,0.57,4.64,"HD86140",148.64608,-58.72981
1035,"HD52449",6362,26.0,4.55,0.03,4.44,0.03,0.12,0.02,1.29,0.03,4.32,"HD52449",103.31849,-74.72519
985,"HD66168",6198,29.0,4.69,0.04,4.48,0.04,-0.03,0.02,1.18,0.04,4.53,"HD66168",119.03805,-71.98586
877,"HD44447",5999,14.0,4.37,0.02,4.25,0.02,-0.22,0.01,1.26,0.02,4.27,"HD44447",93.77507,-71.70276
359,"HD48611",5337,23.0,4.51,0.04,4.51,0.05,-0.36,0.02,0.69,0.05,4.58,"HD48611",99.46071,-70.93261
945,"HD67200",6105,27.0,4.44,0.03,4.34,0.04,0.32,0.02,1.19,0.03,4.32,"HD67200",120.38558,-70.02388
675,"HD72374",5767,19.0,4.35,0.02,4.33,0.05,-0.09,0.01,0.9,0.02,4.31,"HD72374",127.28085,-61.8734
521,"HD65216",5612,16.0,4.44,0.02,4.48,0.03,-0.17,0.01,0.78,0.03,4.44,"HD65216",118.42217,-63.64732
450,"HD63685",5497,19.0,4.05,0.03,3.99,0.03,0.0,0.01,0.94,0.02,4.08,"HD63685",116.59701,-61.43015
831,"HD65907A",5945,16.0,4.52,0.02,4.36,0.01,-0.31,0.01,1.05,0.02,4.44,"HD65907A",119.44548,-60.30307
337,"HD66340",5284,32.0,4.36,0.05,4.57,0.06,0.03,0.02,0.75,0.07,4.44,"HD66340",119.94833,-59.2122
310,"HD80883",5233,35.0,4.44,0.06,4.5,0.04,-0.25,0.03,0.8,0.07,4.54,"HD80883",139.93386,-59.47772
872,"HD76188",5989,46.0,4.08,0.04,3.97,0.03,-0.44,0.03,1.25,0.06,3.99,"HD76188",132.86558,-61.36297
811,"HD74957",5915,20.0,4.54,0.03,4.38,0.05,-0.18,0.01,0.95,0.03,4.46,"HD74957",131.10022,-57.76911
778,"HD75745",5885,35.0,4.29,0.03,,,-0.78,0.03,1.34,0.06,4.22,"HD75745",132.39983,-52.4765
297,"HIP41659",5190,27.4,4.38,0.14,4.5,0.06,-0.55,0.02,0.51,0.07,4.48,"HIP41659",127.40757,-54.27584
846,"HD69655",5961,12.0,4.44,0.03,4.38,0.02,-0.18,0.01,1.15,0.01,4.35,"HD69655",123.85506,-52.0603
427,"HD72579",5449,30.0,4.27,0.04,4.38,0.04,0.2,0.02,0.84,0.04,4.31,"HD72579",127.7876,-54.08827
700,"HD78747",5788,18.0,4.44,0.02,4.29,0.03,-0.67,0.01,1.1,0.03,4.4,"HD78747",136.98573,-50.48245
669,"HD76440",5764,20.0,4.43,0.03,4.45,0.06,-0.01,0.02,0.89,0.02,4.39,"HD76440",133.51166,-51.58424
59,"HD297396",4622,114.1,4.28,0.36,4.59,0.09,0.11,0.05,0.32,0.44,4.57,"HD297396",139.20116,-49.30135
69,"HD96673",4642,70.9,4.21,0.2,4.53,0.07,-0.12,0.03,0.36,0.28,4.49,"HD96673",166.77981,-61.59507
733,"HD96116",5832,21.0,4.52,0.03,4.49,0.06,-0.01,0.02,0.96,0.03,4.47,"HD96116",166.05684,-57.76513
561,"HD102117",5657,24.0,4.31,0.04,4.28,0.04,0.28,0.02,0.99,0.03,4.3,"HD102117",176.21025,-58.70371
261,"HD101930",5083,63.0,4.35,0.13,4.51,0.05,0.16,0.04,0.58,0.14,4.48,"HD101930",175.87547,-58.00688
918,"HD95860",6054,25.0,4.48,0.03,,,-0.31,0.02,1.25,0.04,4.37,"HD95860",165.71154,-53.24702
1030,"HD89839",6314,24.0,4.49,0.06,4.34,0.05,0.04,0.02,1.35,0.03,4.28,"HD89839",155.16893,-53.66409
145,"HD91267",4831,54.4,4.39,0.16,4.5,0.08,-0.08,0.06,0.13,0.58,4.61,"HD91267",157.78646,-53.25763
681,"HD95521",5773,18.0,4.49,0.02,4.49,0.03,-0.15,0.01,0.96,0.02,4.45,"HD95521",165.20943,-49.01984
219,"HD90133",4995,36.7,4.27,0.1,4.49,0.08,-0.17,0.02,0.25,0.15,4.43,"HD90133",155.79922,-48.33507
935,"HD90422",6085,33.0,4.14,0.03,3.93,0.12,-0.62,0.02,1.67,0.06,4.02,"HD90422",156.37288,-45.18271
122,"HIP58348",4772,135.9,4.35,0.33,4.63,0.15,0.03,0.06,0.3,0.55,4.59,"HIP58348",179.49074,-51.50059
319,"HD103197",5250,60.0,4.45,0.11,4.57,0.11,0.22,0.04,0.84,0.14,4.54,"HD103197",178.22074,-50.29282
982,"HD102200",6185,65.0,4.59,0.04,4.29,0.11,-1.1,0.04,1.52,0.23,4.44,"HD102200",176.39264,-46.06289
56,"HD101581",4615,56.0,4.4,0.17,4.66,0.03,-0.51,0.09,0.11,0.85,4.69,"HD101581",175.26028,-44.40519
244,"HD104006",5046,32.0,4.58,0.06,4.56,0.05,-0.78,0.02,0.28,0.16,4.73,"HD104006",179.61672,-41.92201
536,"HD102365",5629,29.0,4.44,0.03,4.41,0.01,-0.29,0.02,0.91,0.04,4.44,"HD102365",176.62947,-40.50035
365,"HD102136",5349,24.0,4.43,0.04,4.59,0.09,-0.09,0.01,0.75,0.04,4.5,"HD102136",176.29746,-40.74601
611,"HD96423",5711,18.0,4.35,0.02,4.39,0.03,0.1,0.01,0.98,0.02,4.33,"HD96423",166.58227,-44.37332
876,"HD94444",5998,27.0,4.34,0.03,4.24,0.06,-0.62,0.02,1.29,0.05,4.24,"HD94444",163.3568,-44.41133
888,"CD-436810",6011,28.0,4.41,0.02,4.42,0.2,-0.44,0.02,1.09,0.04,4.31,"CD-436810",167.167,-44.25938
861,"HD93385",5977,18.0,4.42,0.02,4.37,0.04,0.02,0.01,1.14,0.02,4.33,"HD93385",161.56298,-41.46437
618,"HD97998",5716,21.0,4.57,0.02,4.47,0.03,-0.42,0.01,0.85,0.04,4.54,"HD97998",168.95424,-39.3235
806,"HD98284",5913,39.0,4.52,0.04,4.38,0.06,-0.84,0.03,1.18,0.09,4.45,"HD98284",169.49242,-36.5966
537,"HD94771",5631,21.0,4.03,0.03,4.01,0.05,0.22,0.02,1.1,0.02,4.03,"HD94771",163.97482,-35.11435
286,"HD85390",5135,45.0,4.32,0.12,4.55,0.04,-0.09,0.02,0.66,0.08,4.44,"HD85390",147.5104,-49.79027
949,"HD84627B",6113,29.0,4.5,0.03,5.06,0.25,-0.28,0.02,1.1,0.04,4.38,"HD84627",146.26525,-49.48537
795,"HD83529",5902,12.0,4.35,0.01,4.26,0.03,-0.22,0.01,1.11,0.01,4.28,"HD83529",144.36941,-49.99093
243,"HD82516",5041,57.0,4.47,0.12,4.5,0.05,0.02,0.03,0.5,0.15,4.62,"HD82516",142.747,-47.38418
2,"HD85512",4400,45.0,4.36,0.1,4.6,0.03,-0.26,0.14,0.02,0.05,4.72,"HD85512",147.77938,-43.50278
849,"HD84305",5963,23.0,4.51,0.03,4.41,0.06,-0.23,0.02,0.95,0.03,4.42,"HD84305",145.77172,-43.27229
120,"HD87521",4770,71.0,4.31,0.16,4.59,0.06,-0.01,0.03,0.47,0.23,4.55,"HD87521",151.14156,-39.31687
461,"HD83443",5511,45.0,4.43,0.08,4.49,0.05,0.34,0.03,0.93,0.07,4.46,"HD83443",144.29928,-43.2722
662,"HD78429",5760,19.0,4.33,0.02,4.31,0.03,0.09,0.01,1.01,0.02,4.29,"HD78429",136.6618,-43.49198
725,"HD79601",5825,25.0,4.32,0.03,4.18,0.05,-0.59,0.02,1.09,0.04,4.27,"HD79601",138.43595,-42.31041
411,"HD85119",5425,25.0,4.52,0.03,4.6,0.06,-0.2,0.02,0.93,0.04,4.57,"HD85119",147.20872,-37.30965
773,"HD88218",5878,14.0,4.16,0.02,4.03,0.02,-0.14,0.01,1.23,0.01,4.09,"HD88218",152.38236,-35.85677
245,"HD93083",5048,66.0,4.32,0.16,4.56,0.05,0.08,0.04,0.81,0.12,4.46,"HD93083",161.08715,-33.57702
923,"HD93745",6065,31.0,4.34,0.05,4.17,0.06,0.12,0.02,1.33,0.03,4.23,"HD93745",162.25216,-31.05915
1015,"HD95456",6276,22.0,4.35,0.04,4.24,0.02,0.16,0.02,1.4,0.02,4.16,"HD95456",165.16993,-31.83937
743,"HD96700",5845,13.0,4.39,0.02,4.3,0.02,-0.18,0.01,1.04,0.01,4.33,"HD96700",166.97678,-30.17457
864,"HD88742",5981,13.0,4.52,0.02,4.46,0.02,-0.02,0.01,1.07,0.01,4.43,"HD88742",153.35304,-33.03172
825,"HD86652",5934,19.0,4.47,0.02,4.44,0.06,0.13,0.01,1.01,0.02,4.39,"HD86652",149.78331,-33.51712
514,"HD90156",5599,12.0,4.48,0.02,4.44,0.02,-0.24,0.01,0.86,0.02,4.48,"HD90156",155.98031,-29.64553
204,"HD89965",4958,51.1,4.36,0.13,4.54,0.07,-0.11,0.03,0.58,0.12,4.54,"HD89965",155.59788,-28.84762
423,"HD89749",5443,21.0,4.48,0.03,4.41,0.1,-0.29,0.01,0.61,0.04,4.52,"HD89749",155.23998,-28.74102
545,"HD87320",5639,35.0,4.41,0.05,4.31,0.07,-0.17,0.03,0.95,0.05,4.4,"HD87320",150.90576,-29.04334
273,"HD88656",5099,30.0,4.35,0.07,4.5,0.06,-0.12,0.02,0.69,0.06,4.48,"HD88656",153.21991,-28.51338
370,"HD88885",5361,22.0,4.46,0.03,4.48,0.08,-0.11,0.02,0.77,0.04,4.52,"HD88885",153.63712,-27.03628
280,"HD90812",5118,24.0,4.35,0.06,4.59,0.05,-0.38,0.01,0.5,0.06,4.47,"HD90812",157.17868,-27.36604
18,"HD93380",4512,20.0,4.61,0.05,4.72,0.04,-0.68,0.12,0.05,0.01,4.94,"HD93380",161.65376,-24.58548
663,"HD90702",5760,25.0,4.56,0.03,4.5,0.09,0.2,0.02,1.04,0.03,4.52,"HD90702",156.98257,-21.7016
150,"HIP33392",4843,70.4,4.39,0.17,4.56,0.08,-0.05,0.04,0.49,0.19,4.6,"HIP33392",104.18164,-60.68699
546,"HD49035",5640,23.0,4.35,0.04,4.41,0.04,0.24,0.02,1.01,0.03,4.34,"HD49035",100.59686,-61.22497
35,"HD42505",4567,89.3,4.24,0.27,4.66,0.04,-0.16,0.05,0.25,0.5,4.55,"HD42505",91.68264,-62.68261
916,"HD44120",6052,15.0,4.25,0.02,4.14,0.03,0.12,0.01,1.31,0.01,4.14,"HD44120",94.07827,-59.2135
724,"HD48115",5825,12.0,4.48,0.02,4.53,0.05,-0.19,0.01,0.89,0.02,4.43,"HD48115",99.50209,-59.77343
339,"HIP32127",5302,28.0,4.44,0.06,4.43,0.08,-0.64,0.02,0.58,0.07,4.52,"HIP32127",100.64548,-56.4451
367,"HD51608",5358,22.0,4.36,0.05,4.46,0.03,-0.07,0.01,0.73,0.04,4.42,"HD51608",103.71392,-55.25933
859,"CD-571633",5975,41.0,4.46,0.03,4.29,0.13,-0.85,0.03,1.14,0.08,4.37,"CD-571633",106.62063,-57.45809
416,"HD63765",5432,19.0,4.42,0.03,4.5,0.03,-0.16,0.01,0.82,0.03,4.47,"HD63765",116.95717,-54.26414
361,"HD62849",5338,20.0,3.59,0.03,,,-0.17,0.02,1.04,0.02,3.66,"HD62849",115.84839,-52.50793
992,"HD61902",6209,30.0,4.38,0.03,4.14,0.06,-0.62,0.02,1.58,0.06,4.22,"HD61902",114.72356,-51.08336
526,"HD59468",5618,20.0,4.39,0.03,4.41,0.02,0.03,0.01,0.88,0.02,4.39,"HD59468",111.8561,-51.4026
615,"HD41248",5713,21.0,4.49,0.03,4.5,0.06,-0.37,0.01,0.84,0.03,4.47,"HD41248",90.13659,-56.16183
152,"HIP32812",4849,72.4,4.27,0.18,4.55,0.09,-0.01,0.06,0.2,0.56,4.48,"HIP32812",102.6002,-51.04565
348,"HD56380",5317,22.0,4.35,0.04,4.43,0.07,-0.42,0.02,0.53,0.05,4.43,"HD56380",108.50435,-51.46897
343,"CD-452997",5312,34.0,4.39,0.06,4.75,1.21,-0.84,0.03,0.24,0.19,4.47,"CD-452997",107.87101,-46.19878
309,"HD66040",5226,80.0,4.34,0.14,4.5,0.06,0.35,0.06,0.76,0.19,4.44,"HD66040",119.80834,-52.15154
